org_id,org_name,legal_name,registry_no,reg_country,parent_org_id,ultimate_parent_hint,employees,entity_status,is_duplicate_of,created_cycle
700112199,Elmswood Capital Holdings Limited,Elmswood Capital Holdings Limited,2852628,GB,700103137,,406,ACTIVE,,2H25
700112290,Glenmara Insurance Unlimited Company,Glenmara Logistics Unlimited Company,568174,IE,700100535,,1742,ACTIVE,,2H25
700112313,Quarryhill Financial Ireland Limited,Quarryhill Advisory Ireland Limited,500083,IE,700101013,,648,ACTIVE,,2H25
700112360,Ballyvaughan Capital Limited,Ballyvaughan Capital Limited,6453865,GB,700100830,,909,ACTIVE,,2H25
700112449,Ardmore Capital Limited,Ardmore Capital Limited,353556,IE,700103106,,2472,LIQUIDATION,,2H25
700112542,Drumcondra Technology Group PLC,Drumcondra Technology Group PLC,582242,IE,700103763,,1074,ACTIVE,,2H25
700112599,Elmswood Services Group PLC,Elmswood Services Group PLC,472188,IE,700100535,,168,LIQUIDATION,,2H25
700112626,Inisfree Healthcare Limited,Inisfree Healthcare Limited,4519525,GB,700100197,,1606,ACTIVE,,2H25
700112708,Redbourne Industrial Group PLC,Redbourne Industrial Group PLC,171974,IE,700103614,,2314,ACTIVE,,2H25
700112755,Yarrowdale Technology Holdings Limited,Yarrowdale Technology Holdings Limited,4992591,GB,700101320,,481,ACTIVE,,2H25
700112798,Harrowfield Financial PLC,Harrowfield Financial PLC,8746018,GB,700101320,,1300,ACTIVE,,2H25
700112870,Ballyvaughan Industrial Holdings Limited,Ballyvaughan Financial Holdings Limited,7547055,GB,700100510,,977,ACTIVE,,2H25
700112926,Cranbourne Services Unlimited Company,Cranbourne Services Unlimited Company,527138,IE,700103106,,1092,ACTIVE,,2H25
700112982,Ardmore Energy Ireland Limited,Ardmore Energy Ireland Limited,765713,IE,700103614,,908,ACTIVE,,2H25
700113001,Quarryhill Technology Group Limited,Quarryhill Technology Group Limited,3300600,GB,700100510,,2455,ACTIVE,,2H25
700113094,Cranbourne Healthcare Group PLC,Cranbourne Healthcare Group PLC,703123,IE,700101978,,1098,DISSOLVED,,2H25
700113110,Fernbank Capital DAC,Fernbank Capital DAC,771063,IE,700102270,,1781,ACTIVE,,2H25
700113128,Vantry Partners (UK) Limited,Vantry Partners (UK) Limited,3023422,GB,700103232,,928,ACTIVE,,2H25
700113222,Fernbank Capital Group Limited,Fernbank Capital Group Limited,8309221,GB,700103026,,1940,DISSOLVED,,2H25
700113290,Drumcondra Services Unlimited Company,Drumcondra Services Unlimited Company,480277,IE,700100320,,1261,ACTIVE,,2H25
700113367,Lambourne Advisory Group Limited,Lambourne Advisory Group Limited,3485738,GB,700102608,,423,ACTIVE,,2H25
700113434,Elmswood Healthcare Limited,Elmswood Healthcare Limited,7541385,GB,700102391,,757,LIQUIDATION,,2H25
700113509,Eastvale Capital Ireland Limited,Eastvale Capital Ireland Limited,519449,IE,700103614,,38,ACTIVE,,2H25
700113567,Northgate Services DAC,Northgate Services DAC,768888,IE,700101760,,215,ACTIVE,,2H25
700113639,Quarryhill Retail Unlimited Company,Quarryhill Retail Unlimited Company,249639,IE,700102062,,1471,ACTIVE,,2H25
700113688,Glenmara Technology Limited,Glenmara Technology Limited,614088,IE,700100896,,1924,ACTIVE,,2H25
700113785,Northgate Technology DAC,Northgate Technology DAC,111990,IE,700102881,,1088,DISSOLVED,,2H25
700113811,Drumcondra Technology Ireland Limited,Drumcondra Technology Ireland Limited,142492,IE,700101469,,2076,ACTIVE,,2H25
700113895,Fairholt Advisory (UK) Limited,Fairholt Advisory (UK) Limited,8756586,GB,700100446,,592,ACTIVE,,2H25
700113990,Deepwell Technology Ireland Limited,Deepwell Technology Ireland Limited,432266,IE,700101296,,974,ACTIVE,,2H25
700114022,Drumcondra Capital Limited,Drumcondra Capital Limited,551318,IE,700101469,,2251,ACTIVE,,2H25
700114048,Garrowby Insurance (UK) Limited,Garrowby Insurance (UK) Limited,8442088,GB,700102136,,1743,ACTIVE,,2H25
700114117,Fernbank Partners Limited,Fernbank Partners Limited,134443,IE,700100320,,1315,ACTIVE,,2H25
700114158,Ballyvaughan Industrial PLC,Ballyvaughan Industrial PLC,3485047,GB,700102995,,1903,ACTIVE,,2H25
700114173,Pentland Services PLC,Pentland Services PLC,5148421,GB,700102568,,1585,ACTIVE,,2H25
700114262,Kilbrannan Industrial (UK) Limited,Kilbrannan Industrial (UK) Limited,2199984,GB,700101000,,989,LIQUIDATION,,2H25
700114275,Ballyvaughan Advisory PLC,Ballyvaughan Advisory PLC,9853463,GB,700100510,,35,ACTIVE,,2H25
700114328,Elmswood Partners Unlimited Company,Elmswood Partners Unlimited Company,500775,IE,700102431,,2418,ACTIVE,,2H25
700114421,Vantry Capital (UK) Limited,Vantry Capital (UK) Limited,2581206,GB,700102608,,1108,ACTIVE,,2H25
700114509,Hollybrook Logistics Group PLC,Hollybrook Logistics Group PLC,535355,IE,700102431,,740,ACTIVE,,2H25
700114579,Marlstone Insurance Limited,Marlstone Insurance Limited,4523718,GB,700101126,,1949,ACTIVE,,2H25
700114605,Elmswood Retail Group PLC,Elmswood Retail Group PLC,214754,IE,700103711,,971,ACTIVE,,2H25
700114638,Garrowby Services Holdings Limited,Garrowby Services Holdings Limited,1108442,GB,700103508,,1047,ACTIVE,,2H25
700114696,Drumcondra Logistics DAC,Drumcondra Logistics DAC,591343,GB,700103427,,1143,ACTIVE,,2H25
700114748,Fernbank Partners PLC,Fernbank Partners PLC,6064465,GB,700101338,,1838,ACTIVE,,2H25
700114822,Westmeath Services DAC,Westmeath Services DAC,715417,IE,700103137,,1995,ACTIVE,,2H25
700114848,Carrowmore Retail DAC,Carrowmore Retail DAC,527319,IE,700102881,,418,ACTIVE,,2H25
700114874,Ulverston Energy DAC,Ulverston Energy DAC,354333,IE,700100356,,2283,LIQUIDATION,,2H25
700114952,Ulverston Healthcare (UK) Limited,Ulverston Healthcare (UK) Limited,9235950,GB,700100744,,2326,ACTIVE,,2H25
700114982,Pentland Healthcare Ireland Limited,Pentland Healthcare Ireland Limited,598401,IE,700102671,,13,LIQUIDATION,,2H25
700115077,Kilbrannan Advisory Limited,Kilbrannan Advisory Limited,7632366,GB,700102702,,838,ACTIVE,,2H25
700115132,Deepwell Healthcare Limited,Deepwell Healthcare Limited,121440,IE,700100320,,762,ACTIVE,,2H25
700115229,Deepwell Industrial Group PLC,Deepwell Insurance Group PLC,594277,IE,700102431,,1071,ACTIVE,,2H25
700115241,Elmswood Industrial Holdings Limited,Elmswood Industrial Holdings Limited,8112976,GB,700102328,,1774,LIQUIDATION,,2H25
700115293,Ardmore Financial Limited,Ardmore Financial Limited,1133033,IE,700102582,,2487,ACTIVE,,2H25
700115347,Lambourne Retail Holdings Limited,Lambourne Retail Holdings Limited,2190389,GB,700100970,,1550,ACTIVE,,2H25
700115369,Northgate Services Unlimited Company,Northgate Services Unlimited Company,638668,IE,700102270,,873,LIQUIDATION,,2H25
700115456,Northgate Logistics Group Limited,Northgate Logistics Group Limited,6513662,GB,700100446,,1212,ACTIVE,,2H25
700115531,Northgate Capital Holdings Limited,Northgate Capital Holdings Limited,8149961,GB,700101000,,526,ACTIVE,,2H25
700115604,Blackwater Industrial (UK) Limited,Blackwater Industrial (UK) Limited,9480451,GB,700100254,,923,ACTIVE,,2H25
700115662,Pentland Industrial Unlimited Company,Pentland Industrial Unlimited Company,102539,IE,700101760,,1265,DISSOLVED,,2H25
700115722,Elmswood Financial Group PLC,Elmswood Financial Group PLC,352945,IE,700100134,,2243,ACTIVE,,2H25
700115769,Redbourne Capital Holdings Limited,Redbourne Capital Holdings Limited,7313009,GB,700100535,,2222,ACTIVE,,2H25
700115786,Marlstone Retail Unlimited Company,Marlstone Capital Unlimited Company,325694,IE,700102962,,1824,ACTIVE,,2H25
700115867,Redbourne Logistics Limited,Redbourne Logistics Limited,527796,IE,700100320,,83,ACTIVE,,2H25
700115934,Marlstone Industrial Ireland Limited,Marlstone Industrial Ireland Limited,515715,IE,700102881,,1909,ACTIVE,,2H25
700115948,Vantry Insurance PLC,Vantry Insurance PLC,8055405,GB,700101000,,506,ACTIVE,,2H25
700115973,Vantry Industrial (UK) Limited,Vantry Industrial (UK) Limited,7314461,GB,700103520,,615,ACTIVE,,2H25
700116001,Fernbank Energy (UK) Limited,Fernbank Energy (UK) Limited,6165675,GB,700102328,,1051,ACTIVE,,2H25
700116024,Fairholt Services Holdings Limited,Fairholt Services Holdings Limited,9803101,GB,700102881,,555,ACTIVE,,2H25
700116075,Hollybrook Logistics PLC,Hollybrook Logistics PLC,2835253,IE,700100593,,1480,ACTIVE,,2H25
700116131,Deepwell Retail Holdings Limited,Deepwell Industrial Holdings Limited,6333337,GB,700102608,,906,ACTIVE,,2H25
700116198,Eastvale Financial (UK) Limited,Eastvale Financial (UK) Limited,9231345,GB,700100593,,1364,ACTIVE,,2H25
700116215,Northgate Partners Limited,Northgate Partners Limited,5834495,GB,700102568,,231,ACTIVE,,2H25
700116281,Carrowmore Partners Unlimited Company,Carrowmore Partners Unlimited Company,407374,IE,700102270,,877,ACTIVE,,2H25
700116300,Quarryhill Insurance Ireland Limited,Quarryhill Insurance Ireland Limited,767438,IE,700100896,,1901,ACTIVE,,2H25
700116367,Inisfree Industrial Ireland Limited,Inisfree Industrial Ireland Limited,188644,IE,700101978,,1809,ACTIVE,,2H25
700116408,Redbourne Retail Group Limited,Redbourne Retail Group Limited,2406625,GB,700103366,,1453,ACTIVE,,2H25
700116478,Pentland Energy (UK) Limited,Pentland Energy (UK) Limited,9762102,GB,700101860,,2325,ACTIVE,,2H25
700116537,Kilbrannan Energy Group PLC,Kilbrannan Financial Group PLC,707542,IE,700101532,,233,ACTIVE,,2H25
700116550,Harrowfield Healthcare Holdings Limited,Harrowfield Healthcare Holdings Limited,6460911,GB,700100160,,863,ACTIVE,,2H25
700116634,Vantry Technology (UK) Limited,Vantry Technology (UK) Limited,3515029,GB,700102995,,269,DISSOLVED,,2H25
700116727,Westmeath Financial Group Limited,Westmeath Financial Group Limited,8958399,GB,700103232,,1342,ACTIVE,,2H25
700116758,Westmeath Logistics Group PLC,Westmeath Logistics Group PLC,524646,IE,700102671,,753,ACTIVE,,2H25
700116788,Fernbank Advisory Limited,Fernbank Advisory Limited,424669,IE,700101532,,683,ACTIVE,,2H25
700116805,Pentland Services Unlimited Company,Pentland Services Unlimited Company,110771,IE,700102224,,773,ACTIVE,,2H25
700116830,Pentland Technology Limited,Pentland Technology Limited,539021,IE,700102620,,910,ACTIVE,,2H25
700116922,Cranbourne Healthcare Unlimited Company,Cranbourne Healthcare Unlimited Company,553203,IE,700100896,,2398,ACTIVE,,2H25
700116953,Marlstone Insurance Ireland Limited,Marlstone Insurance Ireland Limited,520606,IE,700102270,,1021,LIQUIDATION,,2H25
700117028,Glenmara Retail Group Limited,Glenmara Energy Group Limited,1235443,GB,700100160,,361,ACTIVE,,2H25
700117114,Garrowby Technology Limited,Garrowby Technology Limited,198667,IE,700103711,,2118,ACTIVE,,2H25
700117199,Stonebridge Industrial Limited,Stonebridge Industrial Limited,3981270,GB,700102224,,210,ACTIVE,,2H25
700117281,Hollybrook Logistics Unlimited Company,Hollybrook Logistics Unlimited Company,333747,IE,700101760,,878,ACTIVE,,2H25
700117305,Deepwell Healthcare Group PLC,Deepwell Insurance Group PLC,454392,IE,700101978,,1245,ACTIVE,,2H25
700117325,Tullamore Insurance PLC,Tullamore Insurance PLC,4450308,GB,700101860,,2251,ACTIVE,,2H25
700117336,Elmswood Healthcare DAC,Elmswood Healthcare DAC,371049,IE,700103508,,1146,ACTIVE,,2H25
700117432,Eastvale Advisory (UK) Limited,Eastvale Advisory (UK) Limited,4764679,GB,700102995,,2072,ACTIVE,,2H25
700117498,Pentland Services Limited,Pentland Services Limited,1326433,GB,700103508,,2117,ACTIVE,,2H25
700117582,Cranbourne Logistics DAC,Cranbourne Healthcare DAC,557896,IE,700101760,,500,ACTIVE,,2H25
700117636,Garrowby Partners Limited,Garrowby Partners Limited,5220568,GB,700103508,,1255,ACTIVE,,2H25
700117651,Westmeath Healthcare DAC,Westmeath Healthcare DAC,121403,IE,700103711,,1514,ACTIVE,,2H25
700117684,Pentland Energy Group PLC,Pentland Energy Group PLC,438048,IE,700103427,,1835,ACTIVE,,2H25
700117776,Ulverston Capital Group Limited,Ulverston Capital Group Limited,6599421,GB,700100197,,441,ACTIVE,,2H25
700117848,Blackwater Healthcare Holdings Limited,Blackwater Healthcare Holdings Limited,5490317,GB,700102391,,2307,ACTIVE,,2H25
700117942,Pentland Logistics Unlimited Company,Pentland Logistics Unlimited Company,431355,IE,700102526,,1994,ACTIVE,,2H25
700118005,Harrowfield Energy Limited,Harrowfield Energy Limited,567823,IE,700101013,,1610,ACTIVE,,2H25
700118092,Inisfree Retail PLC,Inisfree Retail PLC,4566042,IE,700100984,,731,ACTIVE,,2H25
700118153,Northgate Partners Ireland Limited,Northgate Partners Ireland Limited,742052,IE,700101296,,2147,ACTIVE,,2H25
700118200,Glenmara Partners (UK) Limited,Glenmara Partners (UK) Limited,5103872,GB,700101168,,1809,ACTIVE,,2H25
700118285,Yarrowdale Partners Limited,Yarrowdale Partners Limited,224629,IE,700102671,,767,DISSOLVED,,2H25
700118344,Tullamore Financial Group Limited,Tullamore Partners Group Limited,1816460,GB,700100970,,653,ACTIVE,,2H25
700118418,Carrowmore Healthcare Group PLC,Carrowmore Healthcare Group PLC,310617,IE,700102431,,1762,ACTIVE,,2H25
700118490,Ballyvaughan Retail Ireland Limited,Ballyvaughan Services Ireland Limited,493519,IE,700103041,,1638,ACTIVE,,2H25
700118552,Ballyvaughan Healthcare Holdings Limited,Ballyvaughan Healthcare Holdings Limited,3958959,GB,700101825,,215,ACTIVE,,2H25
700118640,Orrell Services Group PLC,Orrell Services Group PLC,116122,IE,700102671,,1446,ACTIVE,,2H25
700118720,Elmswood Technology Holdings Limited,Elmswood Technology Holdings Limited,1693215,GB,700101825,,1870,ACTIVE,,2H25
700118744,Cranbourne Technology Ireland Limited,Cranbourne Technology Ireland Limited,698195,IE,700100970,,937,ACTIVE,,2H25
700118787,Marlstone Advisory Group PLC,Marlstone Advisory Group PLC,637222,IE,700103106,,540,ACTIVE,,2H25
700118862,Drumcondra Retail Group Limited,Drumcondra Retail Group Limited,7290399,IE,700100160,,2068,ACTIVE,,2H25
700118913,Tullamore Services Group Limited,Tullamore Services Group Limited,1398613,IE,700100197,,769,ACTIVE,,2H25
700118937,Redbourne Retail Limited,Redbourne Partners Limited,6160877,GB,700103232,,860,ACTIVE,,2H25
700119029,Carrowmore Partners Holdings Limited,Carrowmore Partners Holdings Limited,2908821,GB,700101168,,1522,ACTIVE,,2H25
700119113,Elmswood Retail (UK) Limited,Elmswood Retail (UK) Limited,8434194,GB,700101860,,260,LIQUIDATION,,2H25
700119149,Garrowby Technology PLC,Garrowby Technology PLC,8953862,GB,700103508,,2414,ACTIVE,,2H25
700119190,Yarrowdale Healthcare Ireland Limited,Yarrowdale Healthcare Ireland Limited,449826,IE,700100040,,2328,ACTIVE,,2H25
700119273,Fairholt Capital PLC,Fairholt Capital PLC,8212428,GB,700100744,,1402,ACTIVE,,2H25
700119308,Westmeath Technology Group PLC,Westmeath Technology Group PLC,412994,IE,700100830,,893,ACTIVE,,2H25
700119345,Hollybrook Capital PLC,Hollybrook Capital PLC,4863187,GB,700102702,,1734,ACTIVE,,2H25
700119410,Kilbrannan Industrial DAC,Kilbrannan Industrial DAC,788639,IE,700102526,,2348,ACTIVE,,2H25
700119491,Harrowfield Capital Unlimited Company,Harrowfield Capital Unlimited Company,108483,IE,700100134,,2408,ACTIVE,,2H25
700119533,Eastvale Insurance PLC,Eastvale Insurance PLC,3143696,GB,700100984,,712,ACTIVE,,2H25
700119602,Cranbourne Technology Holdings Limited,Cranbourne Technology Holdings Limited,5050756,GB,700101126,,837,LIQUIDATION,,2H25
700119697,Kilbrannan Partners PLC,Kilbrannan Partners PLC,4523525,GB,700103508,,1445,ACTIVE,,2H25
700119793,Ballyvaughan Insurance Holdings Limited,Ballyvaughan Insurance Holdings Limited,5805581,GB,700102391,,1184,ACTIVE,,2H25
700119869,Redbourne Financial Ireland Limited,Redbourne Financial Ireland Limited,484524,IE,700100680,,2388,ACTIVE,,2H25
700119885,Redbourne Healthcare Limited,Redbourne Healthcare Limited,7072240,GB,700102582,,259,ACTIVE,,2H25
700119951,Ardmore Services DAC,Ardmore Services DAC,669146,IE,700102526,,1999,ACTIVE,,2H25
700119998,Ulverston Technology Group Limited,Ulverston Technology Group Limited,5082522,GB,700101712,,2116,ACTIVE,,2H25
700120016,Garrowby Healthcare Holdings Limited,Garrowby Healthcare Holdings Limited,3095188,GB,700101000,,1282,ACTIVE,,2H25
700120074,Blackwater Services Ireland Limited,Blackwater Services Ireland Limited,482097,IE,700102048,,1925,ACTIVE,,2H25
700120132,Westmeath Retail Limited,Westmeath Retail Limited,512800,IE,700101760,,1118,ACTIVE,,2H25
700120200,Quarryhill Energy Ireland Limited,Quarryhill Energy Ireland Limited,788460,IE,700101296,,847,ACTIVE,,2H25
700120221,Vantry Insurance Ireland Limited,Vantry Insurance Ireland Limited,677121,IE,700103295,,29,ACTIVE,,2H25
700120235,Fairholt Healthcare Limited,Fairholt Healthcare Limited,3267642,GB,700102328,,1675,ACTIVE,,2H25
700120296,Glenmara Partners Group Limited,Glenmara Partners Group Limited,1844855,GB,700102062,,1438,ACTIVE,,2H25
700120322,Marlstone Insurance (UK) Limited,Marlstone Insurance (UK) Limited,5063585,GB,700100446,,786,ACTIVE,,2H25
700120381,Cranbourne Capital Group Limited,Cranbourne Capital Group Limited,5144307,GB,700102793,,1010,ACTIVE,,2H25
700120445,Ballyvaughan Energy Unlimited Company,Ballyvaughan Energy Unlimited Company,118415,IE,700101532,,271,LIQUIDATION,,2H25
700120540,Elmswood Partners DAC,Elmswood Partners DAC,747140,IE,700103041,,656,ACTIVE,,2H25
700120633,Ulverston Insurance Unlimited Company,Ulverston Insurance Unlimited Company,661849,IE,700102881,,2115,ACTIVE,,2H25
700120710,Fernbank Services Group PLC,Fernbank Services Group PLC,601014,IE,700103614,,969,DISSOLVED,,2H25
700120761,Northgate Healthcare (UK) Limited,Northgate Healthcare (UK) Limited,5227211,GB,700103763,,1910,ACTIVE,,2H25
700120778,Eastvale Energy Group PLC,Eastvale Partners Group PLC,358674,IE,700100134,,2420,ACTIVE,,2H25
700120806,Fairholt Logistics Group Limited,Fairholt Logistics Group Limited,7428233,GB,700102995,,840,DISSOLVED,,2H25
700120839,Yarrowdale Financial (UK) Limited,Yarrowdale Financial (UK) Limited,4630334,GB,700100134,,2471,ACTIVE,,2H25
700120868,Hollybrook Logistics Holdings Limited,Hollybrook Energy Holdings Limited,2195606,GB,700102702,,118,ACTIVE,,2H25
700120936,Ballyvaughan Services Group PLC,Ballyvaughan Technology Group PLC,633112,IE,700103614,,1437,ACTIVE,,2H25
700120982,Garrowby Capital Limited,Garrowby Capital Limited,707455,IE,700103106,,741,LIQUIDATION,,2H25
700121079,Ballyvaughan Services PLC,Ballyvaughan Services PLC,9483922,GB,700102608,,2090,ACTIVE,,2H25
700121174,Ardmore Retail Unlimited Company,Ardmore Retail Unlimited Company,549464,IE,700100830,,1675,ACTIVE,,2H25
700121223,Stonebridge Healthcare PLC,Stonebridge Healthcare PLC,2076353,GB,700103763,,873,ACTIVE,,2H25
700121243,Marlstone Retail Limited,Marlstone Retail Limited,332329,IE,700101296,,2231,ACTIVE,,2H25
700121264,Drumcondra Energy Unlimited Company,Drumcondra Energy Unlimited Company,688184,IE,700100680,,1903,ACTIVE,,2H25
700121354,Yarrowdale Healthcare (UK) Limited,Yarrowdale Healthcare (UK) Limited,7871738,GB,700101825,,798,ACTIVE,,2H25
700121438,Stonebridge Industrial Group Limited,Stonebridge Industrial Group Limited,3646733,GB,700100254,,710,ACTIVE,,2H25
700121502,Redbourne Insurance Limited,Redbourne Insurance Limited,2262650,GB,700101648,,1295,ACTIVE,,2H25
700121539,Stonebridge Logistics Group PLC,Stonebridge Logistics Group PLC,651344,IE,700103295,,1006,ACTIVE,,2H25
700121550,Garrowby Logistics Limited,Garrowby Logistics Limited,160130,IE,700100548,,304,ACTIVE,,2H25
700121611,Westmeath Services Group PLC,Westmeath Services Group PLC,200389,IE,700100680,,1864,ACTIVE,,2H25
700121652,Elmswood Financial Group Ltd,Elmswood Financial Group Limited,5022693,GB,700100744,,,ACTIVE,700109927,2H25
700121675,Stonebridge Logistics DAC,Stonebridge Logistics DAC,157027,IE,700100680,,,ACTIVE,700110529,2H25
700121723,Northgate Services DAC,Northgate Services DAC,768888,IE,700101760,,,ACTIVE,700113567,2H25
700121796,Carrowmore Services Group Ltd,Carrowmore Services Group Limited,4668633,GB,700102136,,,ACTIVE,700110380,2H25
700121844,Marlstone Partners Unlimited Company,Marlstone Partners Unlimited Company,671113,IE,700103106,,,ACTIVE,700106845,2H25
700121938,Yarrowdale Healthcare (UK) Ltd,Yarrowdale Healthcare (UK) Limited,7871738,GB,700101825,,,ACTIVE,700121354,2H25
700121972,Garrowby Services Holdings Ltd,Garrowby Services Holdings Limited,1108442,GB,700103508,,,ACTIVE,700114638,2H25
700122052,Quarryhill Energy Ireland Ltd,Quarryhill Energy Ireland Limited,788460,IE,700101296,,,ACTIVE,700120200,2H25
700122123,Elmswood Retail Group Plc,Elmswood Retail Group PLC,214754,IE,700103711,,,ACTIVE,700114605,2H25
700122134,Hollybrook Energy (UK) Ltd,Hollybrook Energy (UK) Limited,5421567,GB,700100593,,,ACTIVE,700107240,2H25
700122215,Kilbrannan Advisory DAC,Kilbrannan Advisory DAC,709598,IE,700103614,,,ACTIVE,700111393,2H25
700122264,Ulverston Healthcare (UK) Ltd,Ulverston Healthcare (UK) Limited,9235950,GB,700100744,,,ACTIVE,700114952,2H25
700122352,Westmeath Healthcare DAC,Westmeath Healthcare DAC,121403,IE,700103711,,,ACTIVE,700117651,2H25
700122434,Hollybrook Technology Group Ltd,Hollybrook Technology Group Limited,3867359,GB,700100510,,,ACTIVE,700107982,2H25
700122518,Harrowfield Insurance Holdings Ltd,Harrowfield Insurance Holdings Limited,3456022,GB,700100744,,,ACTIVE,700106616,2H25
700122595,Yarrowdale Technology Group Plc,Yarrowdale Technology Group PLC,547094,IE,700103277,,,ACTIVE,700107849,2H25
700122633,Elmswood Partners Unlimited Company,Elmswood Partners Unlimited Company,500775,IE,700102431,,,ACTIVE,700114328,2H25
700122685,Eastvale Capital Ireland Ltd,Eastvale Capital Ireland Limited,519449,IE,700103614,,,ACTIVE,700113509,2H25
700122752,Blackwater Healthcare Holdings Ltd,Blackwater Healthcare Holdings Limited,5490317,GB,700102391,,,ACTIVE,700117848,2H25
700122802,Ballyvaughan Retail (UK) Ltd,Ballyvaughan Retail (UK) Limited,1757056,GB,700102582,,,ACTIVE,700111856,2H25
700122884,Ardmore Energy Ireland Ltd,Ardmore Energy Ireland Limited,765713,IE,700103614,,,ACTIVE,700112982,2H25
700122920,Elmswood Partners DAC,Elmswood Partners DAC,747140,IE,700103041,,,ACTIVE,700120540,2H25
700123005,Cranbourne Retail Holdings Ltd,Cranbourne Retail Holdings Limited,3679095,GB,700103763,,,ACTIVE,700109743,2H25
700123018,Lambourne Technology Ireland Ltd,Lambourne Technology Ireland Limited,516528,IE,700103041,,,ACTIVE,700104317,2H25
700123031,Elmswood Capital Holdings Ltd,Elmswood Capital Holdings Limited,2852628,GB,700103137,,,ACTIVE,700112199,2H25
700123078,Stonebridge Industrial Group Ltd,Stonebridge Industrial Group Limited,3646733,GB,700100254,,,ACTIVE,700121438,2H25
700123172,Lambourne Retail Plc,Lambourne Retail PLC,7978629,GB,700101589,,,ACTIVE,700107734,2H25
