verification_id,org_id,checked_date,verdict,evidence_tier,finding
329,700117754,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
330,700117801,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
331,700117821,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
332,700117907,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
333,700117996,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
334,700118037,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
335,700118074,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
336,700118155,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
337,700118227,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
338,700118238,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
339,700118300,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
340,700118340,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
341,700118384,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
342,700118430,2026-08-10,EXCEPTION,FACT,Duplicate of an existing record on the same registry number
